bondlength	fci0	energy0	error0	fci1	energy1	error1
1.8099999999999998	-14.651882472010108	-14.651515692433557	0.0003667795765505133	-14.56822603200627	-14.567616603425442	0.0006094285808284639
1.7799999999999998	-14.65512080334694	-14.654756137869139	0.00036466547780023006	-14.567713805373023	-14.567093648948493	0.0006201564245298385
1.75	-14.658331132631268	-14.657968662477973	0.0003624701532949359	-14.567076936191366	-14.566445890302926	0.000631045888439985
1.72	-14.661495453939976	-14.661135262035067	0.0003601919049085467	-14.566298850365776	-14.565656791281075	0.000642059084700719
1.69	-14.664593735604464	-14.664235905914078	0.0003578296903867795	-14.565361457205459	-14.5647082810971	0.0006531761083579113
1.66	-14.667603742055228	-14.66724836392575	0.00035537812947694647	-14.564245042645911	-14.563580686772935	0.0006643558729759746
1.63	-14.670500837749273	-14.670148005680673	0.0003528320686001507	-14.562928149406845	-14.562252596303969	0.0006755531028765915
1.5999999999999999	-14.673257770136651	-14.67290758653051	0.00035018360614103017	-14.561387441049364	-14.560700725196892	0.0006867158524723749
1.5699999999999998	-14.675844428164554	-14.675497005826431	0.00034742233812323775	-14.559597546394755	-14.558899763689574	0.0006977827051812824
1.54	-14.678227572356409	-14.677883033639093	0.0003445387173162118	-14.557530880249251	-14.556822201831924	0.0007086784173271354
1.5099999999999998	-14.680370532036765	-14.680029019947897	0.0003415120888679013	-14.555157435857334	-14.554438113843117	0.000719322014216317
1.48	-14.682232864800934	-14.681894530775715	0.0003383340252192113	-14.552444543994266	-14.551714930417193	0.0007296135770733514
1.45	-14.683769972836961	-14.683434994473867	0.00033497836309415163	-14.549356593112952	-14.548617149125077	0.0007394439878751768
1.42	-14.684932670159998	-14.68460123454413	0.00033143561586790327	-14.545854704460439	-14.545106018811234	0.0007486856492047167
1.39	-14.685666694174369	-14.685339013978723	0.00032768019564599626	-14.541896355545965	-14.541139154084378	0.000757201461587087
1.3599999999999999	-14.685912154142285	-14.685588453884684	0.00032370025760108945	-14.537434944680383	-14.536670105046863	0.0007648396335202534
1.33	-14.685602907994587	-14.68528342151443	0.00031948648015678316	-14.532419288391159	-14.531647861398769	0.0007714269923901895
1.2999999999999998	-14.684665857301296	-14.684350824272919	0.00031503302837698755	-14.526793042143295	-14.526016251597452	0.000776790545842232
1.27	-14.683020147912286	-14.682709813321939	0.00031033459034723876	-14.520494032702713	-14.519713291506239	0.0007807411964737554
1.24	-14.680576260527353	-14.680270840068982	0.00030542045837123055	-14.51345348733	-14.512670394700848	0.0007830926291525486
1.21	-14.677234970963504	-14.676934651068724	0.0003003198947801877	-14.505595140406623	-14.504811492608434	0.0007836477981886247
1.18	-14.67288615383739	-14.67259105579051	0.00029509804687855024	-14.49683419165854	-14.496051957985973	0.0007822336725666901
1.15	-14.667407395441375	-14.667117550385639	0.0002898450557360377	-14.487076081421284	-14.486297385002883	0.0007786964184006706
1.1199999999999999	-14.660662371435405	-14.660377685473055	0.00028468596235065036	-14.476215037002275	-14.475442135543316	0.0007729014589585859
1.0899999999999999	-14.65249893224904	-14.65221912964039	0.00027980260865057005	-14.46413232973776	-14.463367555252553	0.0007647744852068428
1.06	-14.642746823436429	-14.642471402474023	0.00027542096240651404	-14.450694164456358	-14.449939863619859	0.0007543008364994108
1.0299999999999998	-14.631214949221754	-14.630943112961997	0.0002718362597562418	-14.435749101400859	-14.435007547824197	0.0007415535766615022
1.0	-14.617688064680708	-14.617418657497	0.0002694071837083811	-14.419124884832593	-14.41839818172965	0.0007267031029432047
0.97	-14.60192275508393	-14.60165419411071	0.00026856097322003336	-14.400624522399536	-14.399914468256716	0.0007100541428197715
0.94	-14.58364252999485	-14.583372724909825	0.00026980508502383316	-14.380021425227023	-14.379329355383723	0.0006920698432999473
0.9099999999999999	-14.562531826073025	-14.562258122725378	0.00027370334764675874	-14.35705338236942	-14.356379987340592	0.0006733950288282387
0.8799999999999999	-14.538228679816797	-14.537947805445963	0.0002808743708335726	-14.331415109247843	-14.330760222456355	0.0006548867914872858
0.8499999999999999	-14.510315807203844	-14.510023836177863	0.000291971025980331	-14.302749087115748	-14.302111437174784	0.0006376499409643799
0.8199999999999998	-14.478309823977865	-14.478002164095953	0.00030765988191205906	-14.270634414190285	-14.270011327543692	0.0006230866465930518
0.79	-14.441648375611585	-14.441319772190532	0.0003286034210532307	-14.234573439621844	-14.233960490204575	0.0006129494172686378
0.76	-14.399675037075191	-14.399319582151305	0.00035545492388600053	-14.193976066803515	-14.193366642766579	0.0006094240369360904
0.73	-14.351621993383546	-14.351233110344491	0.0003888830390543774	-14.148141793976233	-14.147526552259754	0.000615241716479531
0.7	-14.296590687541073	-14.296161047641238	0.00042963989983491047	-14.096239754919853	-14.095605928407126	0.0006338265127272535
0.6699999999999999	-14.233530713877286	-14.23305202169301	0.00047869218427543103	-14.037287085029924	-14.036617604235348	0.0006694807945759607
0.6399999999999999	-14.161217030060293	-14.160679612997372	0.0005374170629206532	-13.970125588212316	-13.969398078434788	0.0007275097775281125
0.6099999999999999	-14.078224759132619	-14.077616910564547	0.0006078485680713896	-13.893395521648435	-13.892581119288195	0.0008144023602394412
0.5800000000000001	-13.982899153943059	-13.982206224760418	0.0006929291826409667	-13.805502934617287	-13.804565283742587	0.0009376508747003243
0.55	-13.873315549971892	-13.872518876365072	0.0007966736068194535	-13.704573125859735	-13.703467791847704	0.0011053340120312782
0.52	-13.747220399689876	-13.746296277882692	0.0009241218071842638	-13.58837737115087	-13.587052448605794	0.0013249225450753244
0.49	-13.601939750786567	-13.600858755308971	0.0010809954775954367	-13.454213038459315	-13.452611333822668	0.0016017046366467724
0.45999999999999996	-13.434234817567845	-13.43296181390647	0.0012730036613746165	-13.298707757161328	-13.296771877035194	0.001935880126133327
0.42999999999999994	-13.240071682448587	-13.238566539814924	0.0015051426336629703	-13.117504021718876	-13.115184531850753	0.002319489868122915
0.3999999999999999	-13.014241898060057	-13.012460437877946	0.0017814601821104503	-12.904756767834375	-12.958583878720427	0.05382711088605241
