1	0.010886613727649319	0.4629771355801324
2	0.00829459155769996	0.786495046884454
3	0.004247344996315405	0.7739350188876131
4	0.0031824745467190496	0.20557923521209887
5	0.0022053693549821674	0.18096887673476658
6	0.0007717831791467233	0.1809691030516376
7	0.000147123233119828	0.18096887709603493
8	9.270468163435908e-05	0.002853060381397654
9	3.902397926935919e-05	1.0317961596228997e-08
10	2.932024139568057e-05	4.007461029686965e-10
11	1.5684770744428533e-05	5.846962380928744e-08
12	9.582726789858498e-06	4.714337364930543e-09
