bondlength	fci0	energy0	error0	fci1	energy1	error1	fci2	energy2	error2
2.416	-7.829491521091178	-7.828804814322256	0.0006867067689224626	-7.777916947170022	-7.777344533503763	0.0005724136662585977	-7.74413180365611	-7.743420064359866	0.0007117392962436853
2.428	-7.828644659318772	-7.827963806025445	0.0006808532933266775	-7.777949579901725	-7.77738022985173	0.0005693500499956983	-7.743787104914916	-7.74308082030998	0.0007062846049361582
2.44	-7.827805090020844	-7.8271300180533405	0.0006750719675032713	-7.7779824339201795	-7.77741586407638	0.000566569843799769	-7.743438658971748	-7.742737128464738	0.0007015305070092737
2.452	-7.8269730291536215	-7.826303666526937	0.0006693626266844888	-7.778015547356643	-7.77745177436739	0.0005637729892526977	-7.743086538606742	-7.742390774547048	0.0006957640596940706
2.464	-7.826148683954582	-7.82548495886894	0.0006637250856416088	-7.778048954061186	-7.777487957702747	0.0005609963584385369	-7.742730816191489	-7.742040244947666	0.0006905712438234346
2.476	-7.825332252919831	-7.824674093593143	0.0006581593266883345	-7.778082683796428	-7.777524449741993	0.0005582340544352249	-7.742371563999902	-7.741686061780108	0.0006855022197944649
2.488	-7.824523925778788	-7.823871260936591	0.0006526648421969483	-7.778116762427858	-7.7775613197723255	0.0005554426555329783	-7.742008854508855	-7.741328130313938	0.0006807241949173815
2.5	-7.823723883467189	-7.8230766415115776	0.0006472419556118325	-7.778151212110482	-7.777598520703045	0.0005526914074369671	-7.7416427606879585	-7.740967205447121	0.000675555240837511
2.512	-7.822932298099713	-7.822290408121595	0.00064188997811776	-7.77818605147164	-7.777636126450749	0.0005499250208913509	-7.741273356277387	-7.740602620471437	0.0006707358059498958
2.524	-7.822149332943298	-7.821512724770667	0.0006366081726314476	-7.7782212957901935	-7.777674115871611	0.0005471799185823301	-7.7409007160527965	-7.740234778357746	0.0006659376950501894
2.536	-7.821375142392369	-7.820743746060785	0.0006313963315838222	-7.778256957171613	-7.7777125110159275	0.0005444461556853852	-7.7405249160764305	-7.739863464692101	0.0006614513843290482
2.548	-7.8206098719472745	-7.819983616892895	0.000626255054379854	-7.778293044719364	-7.777751322723363	0.0005417219960008879	-7.740146033933648	-7.739489351170706	0.0006566827629423955
2.56	-7.8198536581967435	-7.819232474711819	0.0006211834849247921	-7.778329564702165	-7.777790557007938	0.0005390076942273225	-7.739764148953713	-7.739112054271473	0.0006520946822394791
2.572	-7.819106628806428	-7.818490447493126	0.0006161813133020999	-7.7783665207174435	-7.777830212053765	0.0005363086636789305	-7.739379342414243	-7.738731716347241	0.0006476260670025269
2.584	-7.818368902513721	-7.8177576542669325	0.0006112482467885982	-7.778403913850252	-7.7778702936185224	0.0005336202317298699	-7.738991697728449	-7.738348457336253	0.0006432403921960983
2.596	-7.817640589126518	-7.81703420511783	0.0006063840086882877	-7.778441742828465	-7.777910795876837	0.0005309469516285859	-7.738601300614438	-7.737962370661758	0.0006389299526805559
2.608	-7.8169217895393865	-7.8163202020274145	0.0006015875119720349	-7.778480004173804	-7.777951713725928	0.0005282904478756123	-7.738208239246084	-7.737573528679226	0.0006347105668575992
2.62	-7.816212595749996	-7.815615735901176	0.000596859848820408	-7.778518692348352	-7.7779930252846405	0.000525667063711488	-7.7378126043844135	-7.737181996830393	0.0006306075540205569
2.632	-7.815513090890437	-7.8149208910320045	0.0005921998584321742	-7.778557799897119	-7.77803467418285	0.0005231257142694901	-7.737414489489695	-7.736787960521616	0.000626528968079576
2.644	-7.814823349268886	-7.814235741444862	0.0005876078240243388	-7.778597317586289	-7.778076913020182	0.0005204045661075796	-7.737013990813292	-7.736391556905014	0.0006224339082780972
2.656	-7.814143436422827	-7.813560354684842	0.0005830817379850473	-7.778637234537126	-7.778119418294343	0.0005178162427830202	-7.736611207469225	-7.735992701072491	0.0006185063967336646
2.668	-7.813473409184722	-7.812894786416492	0.0005786227682298417	-7.778677538355556	-7.778162219970515	0.0005153183850410414	-7.736206241485128	-7.735591484889927	0.0006147565952012712
2.6799999999999997	-7.812813315760513	-7.812239085804462	0.0005742299560509423	-7.778718215257651	-7.778205542057314	0.0005126732003368772	-7.7357991978327245	-7.735188311886156	0.0006108859465685512
2.692	-7.812163195821298	-7.81159329289005	0.0005699029312475901	-7.778759250190604	-7.778249118433569	0.0005101317570348485	-7.735390184437619	-7.734782977774071	0.0006072066635480766
2.7039999999999997	-7.8115230806083895	-7.810957439367745	0.0005656412406445099	-7.77880062694953	-7.778293017370697	0.0005076095788334456	-7.734979312168622	-7.7343758743553614	0.0006034378132602214
2.716	-7.810892993051911	-7.810331548646046	0.0005614444058652523	-7.778842328289932	-7.7783372213397595	0.0005051069501726957	-7.7345666948069995	-7.733966647371131	0.0006000474358689445
2.7279999999999998	-7.810272947903137	-7.809715635904117	0.0005573119990200937	-7.778884336035864	-7.778381712157266	0.0005026238785976744	-7.734152448995891	-7.7335561246675555	0.0005963243283355624
2.74	-7.809662951880089	-7.809109708353816	0.0005532435262729507	-7.778926631183898	-7.778426470074026	0.0005001611098718328	-7.733736694170389	-7.733143826093312	0.0005928680770770356
2.752	-7.8090630038266635	-7.808513765315747	0.0005492385109162612	-7.778969194002897	-7.778471475587205	0.0004977184156924608	-7.733319552469105	-7.732730073573013	0.0005894788960922881
