bondlength	fci0	energy0	error0	fci1	energy1	error1
1.8699999999999999	-14.645384662005627	-14.644951355221814	0.0004333067838135918	-14.568935840376625	-14.568346109484445	0.0005897308921802846
1.8399999999999999	-14.648632281633905	-14.648193744113883	0.0004385375200222086	-14.568628769874215	-14.568008481948963	0.0006202879252512616
1.8099999999999998	-14.651882472010128	-14.65140847461266	0.0004739973974672296	-14.568226032006287	-14.566783840509892	0.0014421914963946847
1.7799999999999998	-14.65512080334694	-14.654666566111764	0.0004542372351750146	-14.567713805373026	-14.567090334255216	0.0006234711178105812
1.75	-14.658331132631272	-14.657899276556336	0.0004318560749361211	-14.567076936191356	-14.566446235464971	0.0006307007263846032
1.72	-14.661495453939978	-14.661073248093052	0.00042220584692564955	-14.566298850365774	-14.56548040880753	0.0008184415582448423
1.69	-14.664593735604466	-14.664095100166948	0.0004986354375180468	-14.565361457205453	-14.56470837829132	0.0006530789141336868
1.66	-14.667603742055235	-14.664501129752958	0.0031026123022765972	-14.56424504264593	-14.563365586062687	0.0008794565832417334
1.63	-14.670500837749273	-14.670045378998868	0.00045545875040531314	-14.56292814940685	-14.562252690225904	0.0006754591809468025
1.5999999999999999	-14.673257770136646	-14.67277000875424	0.00048776138240569367	-14.561387441049357	-14.56067669702364	0.000710744025717247
1.5699999999999998	-14.675844428164558	-14.675429431980303	0.0004149961842543348	-14.559597546394771	-14.531431750033915	0.02816579636085592
1.54	-14.678227572356416	-14.677857380091426	0.0003701922649899103	-14.557530880249256	-14.556815597079686	0.0007152831695709239
1.5099999999999998	-14.680370532036768	-14.679971130908596	0.000399401128172272	-14.555157435857339	-14.554384100768763	0.0007733350885761325
1.48	-14.68223286480093	-14.68176893315666	0.0004639316442709429	-14.552444543994277	-14.551653559149136	0.0007909848451408408
1.45	-14.683769972836961	-14.683219308440627	0.0005506643963339997	-14.549356593112966	-14.548593633219067	0.0007629598938994064
1.42	-14.684932670159998	-14.684570096504713	0.0003625736552859138	-14.545854704460446	-14.545105891249777	0.000748813210668331
1.39	-14.685666694174376	-14.68524363560063	0.0004230585737463599	-14.541896355545955	-14.541133048525818	0.0007633070201364944
1.3599999999999999	-14.685912154142278	-14.68557067061911	0.0003414835231669855	-14.537434944680369	-14.536595747503045	0.0008391971773242801
1.33	-14.685602907994584	-14.685107666334032	0.0004952416605519261	-14.532419288391155	-14.531585929528921	0.0008333588622342347
1.2999999999999998	-14.684665857301281	-14.684294694048766	0.00037116325251496107	-14.526793042143295	-14.5200113879983	0.00678165414499432
1.27	-14.683020147912282	-14.682565075750421	0.0004550721618610254	-14.520494032702688	-14.518701639439906	0.0017923932627823547
1.24	-14.680576260527346	-14.680195279680923	0.0003809808464225739	-14.513453487329983	-14.512671015825179	0.0007824715048041497
1.21	-14.677234970963493	-14.676844084866113	0.0003908860973798056	-14.505595140406612	-14.504811592870132	0.0007835475364803557
1.18	-14.672886153837382	-14.672342665761418	0.0005434880759640492	-14.496834191658536	-14.496021810837041	0.0008123808214950401
1.15	-14.667407395441371	-14.667079739530704	0.00032765591066663546	-14.487076081421288	-14.486193062585652	0.0008830188356352409
1.1199999999999999	-14.660662371435409	-14.660348188054991	0.0003141833804178873	-14.476215037002271	-14.475389647593166	0.0008253894091048153
1.0899999999999999	-14.652498932249033	-14.652203707629301	0.0002952246197320818	-14.464132329737767	-14.463023966852692	0.0011083628850752092
1.06	-14.642746823436429	-14.642255015182663	0.0004918082537663793	-14.450694164456351	-14.449914682593201	0.0007794818631499112
1.0299999999999998	-14.631214949221757	-14.630871848593417	0.0003431006283403093	-14.43574910140087	-14.434977456041782	0.0007716453590873584
1.0	-14.617688064680708	-14.617397948211574	0.00029011646913446043	-14.419124884832597	-14.418396113545233	0.0007287712873633723
0.97	-14.601922755083919	-14.601596166525962	0.000326588557957308	-14.400624522399522	-14.399888807700961	0.0007357146985604857
0.94	-14.583642529994856	-14.583206845286705	0.00043568470815102955	-14.380021425227037	-14.379105171337041	0.0009162538899953887
0.9099999999999999	-14.562531826073021	-14.562209319430039	0.00032250664298238974	-14.357053382369417	-14.356082580426472	0.0009708019429446324
0.8799999999999999	-14.538228679816797	-14.537637569607213	0.0005911102095836895	-14.331415109247846	-14.330712679430018	0.0007024298178279764
0.8499999999999999	-14.51031580720385	-14.509991560439351	0.00032424676449949175	-14.302749087115762	-14.302107842638863	0.0006412444768990611
0.8199999999999998	-14.47830982397785	-14.477969980059747	0.0003398439181037105	-14.27063441419027	-14.260557096449418	0.010077317740853076
0.79	-14.441648375611582	-14.44126862321203	0.0003797523995512364	-14.23457343962183	-14.233863825730962	0.0007096138908675442
0.76	-14.399675037075195	-14.399302607372848	0.00037242970234707684	-14.193976066803515	-14.192976780518302	0.0009992862852126194
0.73	-14.351621993383546	-14.351177513792205	0.00044447959134075177	-14.148141793976233	-14.14721481428663	0.0009269796896038685
0.7	-14.296590687541084	-14.296016641865778	0.0005740456753056122	-14.096239754919857	-14.095107606433295	0.0011321484865618459
0.6699999999999999	-14.233530713877286	-14.233002029952386	0.0005286839248999087	-14.037287085029945	-14.036573057055092	0.0007140279748529821
0.6399999999999999	-14.161217030060293	-14.160173400300744	0.0010436297595486366	-13.970125588212298	-13.96938998627881	0.0007356019334885389
0.6099999999999999	-14.078224759132612	-14.076880279012995	0.0013444801196165201	-13.893395521648442	-13.891928310581815	0.001467211066627172
0.5800000000000001	-13.982899153943045	-13.982170768551095	0.0007283853919499705	-13.805502934617248	-13.803973718881087	0.0015292157361610492
0.55	-13.873315549971892	-13.87111969626625	0.0021958537056416816	-13.704573125859742	-13.703509510671353	0.0010636151883893774
0.52	-13.747220399689876	-13.746089919411153	0.0011304802787233115	-13.588377371150845	-13.605887996464743	0.01751062531389813
0.49	-13.601939750786578	-13.600810847605842	0.001128903180735108	-13.454213038459304	-13.485120700780097	0.030907662320792895
0.45999999999999996	-13.434234817567841	-13.432902217048992	0.0013326005188485368	-13.298707757161335	-13.344255881711506	0.04554812455017121
0.42999999999999994	-13.24007168244858	-13.238323641225811	0.0017480412227683928	-13.117504021718894	-13.178753852703522	0.06124983098462877
0.3999999999999999	-13.01424189806005	-13.01202029389435	0.0022216041656992758	-12.904756767834382	-12.958705347027745	0.0539485791933636
