bondlength	fci0	energy0	error0	fci1	energy1	error1
0.94	-14.583642529994853	-14.583323172012543	0.00031935798230975365	-14.380021425227026	-14.37932600375155	0.000695421475477076
0.9099999999999999	-14.56253182607301	-14.562245949510633	0.00028587656237810677	-14.357053382369413	-14.356379907946431	0.0006734744229817125
0.8799999999999999	-14.538228679816804	-14.53792776489434	0.0003009149224642016	-14.331415109247857	-14.330759824738351	0.0006552845095058046
0.8499999999999999	-14.51031580720384	-14.51001146881421	0.0003043383896308427	-14.302749087115755	-14.302111437667548	0.0006376494482065453
0.8199999999999998	-14.478309823977858	-14.477990164089775	0.0003196598880830237	-14.270634414190296	-14.270010334782242	0.000624079408053646
0.79	-14.441648375611596	-14.44131714355901	0.00033123205258611677	-14.234573439621855	-14.233960369724636	0.0006130698972182103
0.76	-14.399675037075177	-14.399310973821263	0.0003640632539134714	-14.193976066803511	-14.193366646953827	0.0006094198496846559
0.73	-14.35162199338355	-14.349889326947643	0.0017326664359060828	-14.148141793976226	-14.147602770949021	0.0005390230272048768
0.7	-14.296590687541087	-14.296149071722335	0.0004416158187527941	-14.096239754919853	-14.09560590112548	0.0006338537943726408
0.6699999999999999	-14.233530713877276	-14.233040233902662	0.0004904799746139332	-14.037287085029934	-14.036617623845808	0.000669461184125808
0.6399999999999999	-14.161217030060289	-14.160670312705175	0.0005467173551139126	-13.970125588212301	-13.969398185764637	0.0007274024476640051
0.6099999999999999	-14.078224759132612	-14.077608472572068	0.0006162865605432444	-13.893395521648452	-13.892575694016186	0.0008198276322666231
0.5800000000000001	-13.982899153943045	-13.9821858980368	0.0007132559062448252	-13.805502934617266	-13.804564336665125	0.0009385979521407961
0.55	-13.873315549971892	-13.872472550428492	0.000842999543399614	-13.704573125859731	-13.70991725470535	0.005344128845617746
0.52	-13.747220399689873	-13.746270349416859	0.0009500502730137583	-13.588377371150862	-13.605889720404589	0.017512349253726356
0.49	-13.601939750786578	-13.600842193318956	0.001097557467621968	-13.4542130384593	-13.485130988933715	0.03091795047441437
0.45999999999999996	-13.434234817567841	-13.432941409050674	0.0012934085171671938	-13.298707757161328	-13.344255906180846	0.04554814901951865
0.42999999999999994	-13.240071682448573	-13.23855987511648	0.00151180733209344	-13.117504021718872	-13.17879010840502	0.0612860866861471
0.3999999999999999	-13.014241898060057	-13.01245520937967	0.0017866886803865611	-12.904756767834385	-12.98264335059678	0.07788658276239424
